username,tweet,waktu,likes,retweets,replies,tweet_link
Fariz,"Fariz Fariz @PartaiGuremm · @kompascom Kasus menarik ini, menyiram  air  kencing dan tinja ke pintu rumah tetangga menurut polisi tidak ada unsur pidana tapi hanya melanggar perda dan dipenjara 1 bulan, artinya nyiram Tai masih lebih baik dari menghina atau  pencemaran  nama baik 1 1 1 156 156 156",01-06-2023 05:57,0,0,0,https://x.com/PartaiGuremm/status/1664043513443667969
@BUMN_BDG_Beda,"@BUMN_BDG_Beda @BUMN_BDG_Beda @BUMN_BDG_Beda · Untuk memantau kualitas  air  serta pengendalian  pencemaran  di wilayah sungai Toba Asahan, Perum Jasa Tirta I Divisi Jasa ASA V telah melakukan kegiatan pengambilan sampel kualitas  air  untuk pada tanggal 09 dan 10 Mei 2023. #JasaTirta1MenjagaTobaAsahan 1 1 1 1 1 1 35 35 35",31-05-2023 22:08,0,0,0,https://x.com/BUMN_BDG_Beda/status/1663925544478736386
BUMN BogorKuat,"BUMN BogorKuat BUMN BogorKuat @bogorkuat · Untuk memantau kualitas  air  serta pengendalian  pencemaran  di wilayah sungai Toba Asahan, Perum Jasa Tirta I Divisi Jasa ASA V telah melakukan kegiatan pengambilan sampel kualitas  air  untuk pada tanggal 09 dan 10 Mei 2023. #JasaTirta1MenjagaTobaAsahan 12 12 12",31-05-2023 18:35,0,0,0,https://x.com/bogorkuat/status/1663871786545733632
shandy,shandy shandy @sanzzzaskia · @tvOneNews (1) Meningkatkan abrasi pesisir pantai dan erosi pantai. (2) Menurunkan kualitas lingkungan perairan laut dan pesisir pantai. (3) Semakin meningkatnya  pencemaran  pantai. (3) Penurunan kualitas  air  laut yang menyebabkan semakin keruhnya  air  laut 1.2K 1.2K 1.2K,31-05-2023 15:39,0,0,0,https://x.com/sanzzzaskia/status/1663827523376123905
JATAM Nasional,"JATAM Nasional JATAM Nasional @jatamnas · @jatamnas Kini,  pencemaran  yang terus terjadi itu, berdampak pada lahan-lahan pertanian maupun tambak ikan sekitar lumpur Lapindo. Kandungan logam berat itu menyebabkan produk pertanian tidak aman dikonsumsi dan produktivitasnya menurun. Air  sumur yang sebelumnya digunakan untuk kebutuhan Show more 4 4 4 6 6 6 1.1K 1.1K 1.1K",30-05-2023 22:19,0,0,0,https://x.com/jatamnas/status/1663565790510223362
electrizen_bkt,"electrizen_bkt electrizen_bkt @electrizen_bkt · Untuk memantau kualitas  air  serta pengendalian  pencemaran  di wilayah sungai Toba Asahan, Perum Jasa Tirta I Divisi Jasa ASA V telah melakukan kegiatan pengambilan sampel kualitas  air #JasaTirta1MenjagaTobaAsahan 5 5 5",30-05-2023 18:05,0,0,0,https://x.com/electrizen_bkt/status/1663501961973608448
GEOTIMES,"GEOTIMES GEOTIMES @the_geotimes · Mengatasi  Pencemaran Air , Solusi untuk Masa Depan yang Bersih  https:// i-pencemaran-air-solusi-untuk-masa-depan-yang-bersih/ … 1 1 1 311 311 311",30-05-2023 16:24,0,0,0,https://x.com/the_geotimes/status/1663476418536435715
BUMN_KotaMalang_Beda,"BUMN_KotaMalang_Beda BUMN_KotaMalang_Beda @BUMN_MLG_Beda · Untuk memantau kualitas  air  serta pengendalian  pencemaran  di wilayah sungai Toba Asahan, Perum Jasa Tirta I Divisi Jasa ASA V telah melakukan kegiatan pengambilan sampel kualitas  air  untuk pada tanggal 09 dan 10 Mei 2023. #JasaTirta1MenjagaTobaAsahan #JasaTirta1ManageWaterWith 20 20 20",30-05-2023 09:13,0,0,0,https://x.com/BUMN_MLG_Beda/status/1663368121812656128
Bumn kupang Adil,"Bumn kupang Adil Bumn kupang Adil @BumnkupangAdil · Untuk memantau kualitas  air  serta pengendalian  pencemaran  di wilayah sungai Toba Asahan, Perum Jasa Tirta I Divisi Jasa ASA V telah melakukan kegiatan pengambilan sampel kualitas  air  untuk pada tanggal 09 dan 10 Mei 2023.
Pengambilan sampel dilakukan pada 13 titik lokasi yaitu 0:55 0:55 32 32 32",30-05-2023 08:23,0,0,0,https://x.com/BumnkupangAdil/status/1663355540242829314
GEOTIMES,"GEOTIMES GEOTIMES @the_geotimes · #Opini  - Reni Yulanda - Mengatasi  Pencemaran Air , Solusi untuk Masa Depan yang Bersih -  https:// 1 1 1 371 371 371",30-05-2023 07:20,0,0,0,https://x.com/the_geotimes/status/1663339620380332033
