username,tweet,waktu,likes,retweets,replies,tweet_link
Kompasiana,"Kompasiana Kompasiana @kompasiana · Pemerintah Kota Palembang di Provinsi Sumatera Selatan akan melarang pelaku bisnis memakai kantong  plastik  guna mengurangi  sampah plastik  mulai Januari 2025.  #Headline kompasiana.com kompasiana.com Pemda Kota Palembang Melarang Penggunaan Kantong Plastik, yang Lain Perlu Mengikutinya! Pemda Kota Palembang Melarang Penggunaan Kantong Plastik, yang Lain Perlu Mengikutinya! Larangan Penggunaan Kantong plastik Pemda Kota Palembang Haru Diikuti Yang Lain Larangan Penggunaan Kantong plastik Pemda Kota Palembang Haru Diikuti Yang Lain 405 405 405",01-01-2025 06:45,0,0,0,https://x.com/kompasiana/status/1874240369338310831
polusi jakarta terkini,polusi jakarta terkini polusi jakarta terkini @Polusi_udara78 · @Polusi_udara78 @infoBMKG and 2 others Perbandingan tgl 1-1-2024 dan 1-1-2025. Asap bakaran  sampah  mau disebut dgn asap dr kembang api ya bedalah. Kembang api itu aoi kecil Bakar  sampah -  plastik-  karet- aki bekas itu api besar   lu doang yg tolol jika berpikir hal ini gak bs di bedakan   kembang api 1-1-25 lbh heboh 1 1 1 1 1 1 59 59 59,01-01-2025 04:59,0,0,0,https://x.com/Polusi_udara78/status/1874213828336275490
ʇı̣ƃuɐꓶ ʞɐuⱯ,ʇı̣ƃuɐꓶ ʞɐuⱯ ʇı̣ƃuɐꓶ ʞɐuⱯ @alfanijuniantoo · Sampah plastik  tugu bajingan mleseti le do buang ko asu 54 54 54,01-01-2025 02:59,0,0,0,https://x.com/alfanijuniantoo/status/1874183732938375646
siti juariah,"siti juariah siti juariah @sitijuaria65 · @safi__ra Mau menjelang jam 00.00  sampah  udah berserakan dimana"" bukan hanya akhir tahun aja kalo ada event juga banyak sampah²  plastik  kek aqua dan vit 25 25 25",31-12-2024 23:42,0,0,0,https://x.com/sitijuaria65/status/1874134158207049815
masasiges,"masasiges masasiges @masasigess · @safi__ra bukan maen  sampah plastik  nya pasti ada pada sembarangan min apa lagi yang kecil"" 27 27 27",31-12-2024 23:35,0,0,0,https://x.com/masasigess/status/1874132272716411304
yumiar,"yumiar yumiar @YuniamaYumiar · @safi__ra lagi rebahan min tadi sih sempet banyak nya  sampah plastik  di jalan"" pas abis pulang kerja 35 35 35",31-12-2024 23:32,0,0,0,https://x.com/YuniamaYumiar/status/1874131601493577782
subiyanti,subiyanti subiyanti @subiyantisaja · @safi__ra Di HI nih. Tadi lumayan beberapa kali nemu  sampah plastik  dibuang sembarangan 1 1 1 1 1 1 93 93 93,31-12-2024 21:46,0,0,0,https://x.com/subiyantisaja/status/1874104785793933824
Syafiq Skeper,"Syafiq Skeper Syafiq Skeper @Skeperism · Saje try sbb tengok ramai org beratur, rasa mcm  plastik sampah  salut manisan 108 108 108",31-12-2024 21:34,0,0,0,https://x.com/Skeperism/status/1874101831032594696
Safira,"Safira Safira @safi__ra · Siapa nih yang rayain malam tahun baru 2025 di luar? 
Rame gak? 
Tapi kok acara di sini banyak banget yang buang  sampah plastik  sembarangan ya. 
Coba pengen liat kalian ngalamin hal yang sama gak? 15 15 15 4 4 4 163 163 163 14K 14K 14K",31-12-2024 21:27,0,0,0,https://x.com/safi__ra/status/1874099966798684442
samseng,"samseng samseng @resturrection · Parody account mlipir belakang masjid 
mau giting ngopi santai
recycle  sampah plastik selalau bikin bong DIY 95 95 95",31-12-2024 21:13,0,0,0,https://x.com/resturrection/status/1874096605537935820
Tristan,Tristan Tristan @noturexboyfie · @pururyn hoarding disorder makanya kadang gw kalo dah jenuh bgt liat verajtakan langsung tak beresin  sampah  kardus  plastik  ku bakar 1 1 1 1 1 1 25 25 25,31-12-2024 20:07,0,0,0,https://x.com/noturexboyfie/status/1874080027740168273
whitesorcerer (pink strat's friend),whitesorcerer (pink strat's friend) whitesorcerer (pink strat's friend) @eunseokie777 · alasanku ngga tertarik ikut fanmeet adalah kelestarian lingkungan yang makin hari makin buruk. perusahaan memproduksi album sebegitu masif dan memasarkan agar fans beli album sebanyak2nya buat event2 kpop. ngga kebayang berapa ton  sampah plastik  yang susah terurai 1 1 1 1 1 1 139 139 139,31-12-2024 19:10,0,0,0,https://x.com/eunseokie777/status/1874065543524995200
Hana Aryani,"Hana Aryani Hana Aryani @clarimorta2 · @abooodmanoor1 Ayo kita jadi generasi yang peduli sama lingkungan, guys! Mulai dari hal sederhana kayak ngurangin  sampah plastik  aja udah bisa bantu banget lho. 1 1 1",31-12-2024 17:12,0,0,0,https://x.com/clarimorta2/status/1874035823039177065
abil-!,"abil-! abil-! @bilaakhai · @bilaakhai kaya klo kalian mau buang  sampah  di  plastik  trus plastiknya baru, kan dibukak gede pake dua tangan gt kan, nah bayangin itu perut bjir   diiris trus dibukak pake dua tangan 1 1 1 23 23 23",31-12-2024 16:33,0,0,0,https://x.com/bilaakhai/status/1874026188886466583
Temah Ulu Banat,Temah Ulu Banat Temah Ulu Banat @TemahUluBanat · Hadiah tahun baru untuk diri sendiri dah sampai dah. Tinggal periuk kecik (buat bubur) dengan penyepit  plastik sampah  je yang belum sampai lagi. 1 1 1 89 89 89,31-12-2024 16:28,0,0,0,https://x.com/TemahUluBanat/status/1874024785774338255
SWCorp,"SWCorp SWCorp @swcorp_my · @swcorp_my  Tahun Baru di Malaysia: Kita Boleh Buat Macam Tu!

Kalau anda nak keluar sambut Tahun Baru dengan keluarga atau kawan-kawan, jangan lupa:  Bawa  plastik sampah  sendiri.  Buang  sampah  anda dan ajak orang lain buat benda yang sama. 1 1 1 45 45 45",31-12-2024 13:53,0,0,0,https://x.com/swcorp_my/status/1873985919830933860
SWCorp,"SWCorp SWCorp @swcorp_my · @swcorp_my Mereka bawa  plastik sampah  sendiri. Lepas habis protes, mereka kutip semua  sampah  dan pastikan kawasan kembali bersih seperti asal. Bayangkan—protes pun boleh jaga kebersihan, apa lagi perayaan!  Bukti: instagram.com instagram.com 주파인더 ZhuFinder (@zhufinder) • Instagram photos and videos 주파인더 ZhuFinder (@zhufinder) • Instagram photos and videos 1 1 1 30 30 30",31-12-2024 13:53,0,0,0,https://x.com/swcorp_my/status/1873985916702007801
ari,"ari ari @_ariiXOXO · Parody account @convomf itu musti di ambil nder, masukin  plastik sampah 376 376 376",31-12-2024 13:12,0,0,0,https://x.com/_ariiXOXO/status/1873975411018985533
Repair Project,"Repair Project Repair Project @repairprojectid · @repairprojectid Setelah kejadian ini,  sampah plastik  terus semakin meningkat dan sekarang menjadi polusi  sampah  dilautan kita. 12 12 12",31-12-2024 12:44,0,0,0,https://x.com/repairprojectid/status/1873968454870720771
efad,"efad efad @e__fad · Kenapa bumi bulat? Karena bulat itu artinya nol. Catat.

Jadi kita gapapa kubur  sampah  apapun, mau  sampah plastik , besi atau elektronik aman dah. Karena yg masuk bumi itu hasil akhirnya nol. Ilmu ini. 3 3 3 1 1 1 173 173 173",31-12-2024 12:42,0,0,0,https://x.com/e__fad/status/1873967995355357377
,@lilyjardine · takde siapa congratulate me pun especially my sis  ‍  siap gelakkan kenaoa my car plastic color biru lagi. katanua macam  plastik sampah 4 4 4 82 82 82,31-12-2024 11:59,0,0,0,https://x.com/lilyjardine/status/1873957008585728105
Institut Teknologi Bandung,"Institut Teknologi Bandung Institut Teknologi Bandung @itbofficial · BLUB, Solusi Inovatif dari Mahasiswa ITB untuk Kurangi  Sampah Plastik  Berhasil Raih Prestasi di PERTAMUDA 2024

Selengkapnya:  https:// lusi-inovatif-dari-mahasiswa-itb-untuk-kurangi-sampah-plastik-berhasil-raih-prestasi-di-pertamuda-2024/61864 … #ITBnews #PrestasiITB #Inovasi #SampahPlastik #Multidisiplin #pendidikan #TransformasiITB #ITBsolid #kampusmerdeka itb.ac.id itb.ac.id BLUB, Solusi Inovatif dari Mahasiswa ITB untuk Kurangi Sampah Plastik Berhasil Raih Prestasi di... BLUB, Solusi Inovatif dari Mahasiswa ITB untuk Kurangi Sampah Plastik Berhasil Raih Prestasi di... BANDUNG, itb.ac.id - Empat mahasiswa Institut Teknologi Bandung, Deftendy Virgiatman (Teknik Fisika 2021), Emerya Putri Annisa Zahra (Teknik Fisika 2021), Latisha Kyravashti (Teknik Lingkungan 2021),... BANDUNG, itb.ac.id - Empat mahasiswa Institut Teknologi Bandung, Deftendy Virgiatman (Teknik Fisika 2021), Emerya Putri Annisa Zahra (Teknik Fisika 2021), Latisha Kyravashti (Teknik Lingkungan 2021),... 3 3 3 583 583 583",31-12-2024 11:03,0,0,0,https://x.com/itbofficial/status/1873943003309691171
Jawa Pos,"Jawa Pos Jawa Pos @jawapos · Launching Gerakan Masyarakat Peduli Anak Sekolah, Eks Panglima TNIYudo Margono Saksikan Demo Drone Hasil Daur Ulang  Sampah Plastik jawapos.com jawapos.com Launching Gerakan Masyarakat Peduli Anak Sekolah, Eks Panglima TNIYudo Margono Saksikan Demo Drone... Launching Gerakan Masyarakat Peduli Anak Sekolah, Eks Panglima TNIYudo Margono Saksikan Demo Drone... Yudo me-launching gerakan tersebut bersama Ketua Dewan Pembina Forum Masyarakat Indonesia Emas (Formas) Hashim Djojohadikusumo. Yudo me-launching gerakan tersebut bersama Ketua Dewan Pembina Forum Masyarakat Indonesia Emas (Formas) Hashim Djojohadikusumo. 189 189 189",31-12-2024 10:27,0,0,0,https://x.com/jawapos/status/1873933853783699835
meow,meow meow @meow_leader2 · @qrivasi nambah²in  sampah plastik  aja 2 2 2,31-12-2024 10:09,0,0,0,https://x.com/meow_leader2/status/1873929568542961713
indoperkakas.id,"indoperkakas.id indoperkakas.id @indoperkakas_id · Tempat  sampah plastik  HDPE Dalton 100 Liter Roda, dengan harga mulai 400rbuan, berbahan  plastik  HDPE, bisa digunakan oleh segala penggunaan, khususnya tempat  sampah  ini biasa dipergunakan untuk kebutuhan limbah rumah sakit atau klinik

Cek harga:  https:// /dalton-tempat-sampah-plastik-hdpe-30-liter … 28 28 28",31-12-2024 09:57,0,0,0,https://x.com/indoperkakas_id/status/1873926433162355068
kodimbone,"kodimbone kodimbone @kodimbone · Babinsa Koramil 1407-01/Ajangale bersama warga setempat menggelar gotong royong membersihkan rumput liar dan  sampah plastik  di bahu jalan, Kel. Pompanua, Kec. Ajangale. Kab Bone. #tniad #dispenad #puspentni #TNIindonesia #kodam14hasanuddin 7 7 7",31-12-2024 09:43,0,0,0,https://x.com/kodimbone/status/1873922823078764845
알라닌 | ECHO,"알라닌 | ECHO 알라닌 | ECHO @alaninee_ · kalau ada yang mau ke Seoul festa besok jangan lupa bawa bidet portable, yang murah aja. atau wadah botol juga bisa sih. soalnya susah cari wc yang ada bidetnya. bawa juga kantong  plastik  di tas pas main soalnya hampir ga ada tong  sampah  di jalan. simpen sampahnya di kantong Maina Maina @FunJunkies · @FunJunkies @FunJunkies 12. Ga semua wc ada bidetnya ya, jadi aku selalu bawa tissue basah  13. Bersih. Bener2 bersih. Sampah bener2 dipisahin jadi jelas mana yang harus di recycle, dihancurkan dll. Indonesia kalah jauh. 1 1 1 1 1 1 3 3 3 255 255 255",31-12-2024 08:57,0,0,0,https://x.com/alaninee_/status/1873911371378929757
𝐀𝐫𝐢𝐞𝐥𝐥𝐚 •◡•,"𝐀𝐫𝐢𝐞𝐥𝐥𝐚 •◡• 𝐀𝐫𝐢𝐞𝐥𝐥𝐚 •◡• @_ariellagrande · Ini cuma konten endorse apa ril sih? Ada orang mau nimbun  sampah  segitu banyak? Kalopun di taruh  plastik  untuk di tuker maybe, kondisinya bersih dan bagus gitu. Kek sengaja diambil isinya doang, daripada dipake sampe habis terus sampahnya disimpen. Dafa Dafa @skinbrotha · SEBUTIN SKINCARE YANG KALIAN RELA REPURCHASE SEUMUR HIDUP SAKING BAGUS & NGEFEKNYA DI KULIT

I’ll go first: 77 77 77",31-12-2024 08:07,0,0,0,https://x.com/_ariellagrande/status/1873898702580113633
Dian Arifiyati Atmojo,"Dian Arifiyati Atmojo Dian Arifiyati Atmojo @dian_arifiya · @Oupeett Individu bisa dukung upaya PBB soal perubahan iklim dengan langkah-langkah sederhana tapi berdampak. Pertama, ubah gaya hidup jadi lebih ramah lingkungan, misalnya hemat energi, kurangi  sampah plastik , dan pakai transportasi publik. Kedua, suarakan pentingnya aksi iklim, baik Show more 31 31 31",31-12-2024 03:18,0,0,0,https://x.com/dian_arifiya/status/1873825944663974197
moonlight,"moonlight moonlight @amndaaayeye · Bela2in lewat tempat  sampah  buat beli bola  plastik Makan gulali panas yg dibikin sm bpk2 sampe melepuh
Mukul temen grgr tau dia suka aku  Tanyarl Tanyarl @tanyakanrl · Automated  Punya cerita konyol dan lucu apa ketika kalian pas sd dulu ? 51 51 51",31-12-2024 02:12,0,0,0,https://x.com/amndaaayeye/status/1873809328807014514
sayyowlaw,sayyowlaw sayyowlaw @saw0Himari_ · @aksanadhif kecil apaan anying mayan dapet sensasi baru diatas bukit  sampah  di temani angin sepoi dengan harum semerbak  plastik  busuk dan di temani pemandangan  sampah  yang bertumpuk 190 190 190,30-12-2024 23:37,0,0,0,https://x.com/saw0Himari_/status/1873770335746892112
