username,tweet,waktu,likes,retweets,replies,tweet_link
Aslan,Aslan Aslan @abgAllan · @drtiarafazlin Betul... Penutup botol  air  plastik tu lagi banyak sumbang  pencemaran  dari straw x nak pula ganti botol plastik 1 1 1 814 814 814,31-05-2024 21:52,0,0,0,https://x.com/abgAllan/status/1796555458158997542
pahangmedia,"pahangmedia pahangmedia @pahang_media · RAUB, 31 MEI 2024 : Seorang pengarah syarikat pembinaan didenda sebanyak RM30,000 hari ini selepas didapati bersalah di atas pertuduhan menyebabkan  pencemaran air  di Tasik Habu, Cameron Highlands.  https:// kat-pembinaan-didenda-rm30000-sebabkan-pencemaran-di-tasik-habu/ … 375 375 375",31-05-2024 18:10,0,0,0,https://x.com/pahang_media/status/1796499608002281900
ᵀᴺRén,"ᵀᴺRén ᵀᴺRén @tetawanhin · Ada ga sih pasal  pencemaran  nama baik  air  putih dingin? Gue udah muak banget liat hoax beginian, gak tenang banget deh gue minum  air  dingin aja di omelin mulu, padahal bagus  air  putih  ᵀᴺRén ᵀᴺRén @tetawanhin · Semoga yang bikin hoax bahaya minum air dingin, hidupnya ketagihan minum air dingin  1 1 1 124 124 124",30-05-2024 22:52,0,0,0,https://x.com/tetawanhin/status/1796208173298364645
konde.co,"konde.co konde.co @konde_co · @konde_co Pencemaran  dapat terjadi saat proses pengangkutan, yaitu ketika mineral nikel tumpah ke laut, atau limbah dari tongkang yang dibuang sembarangan oleh pihak perusahaan.  Air  laut jadi kotor, banyak limbah, dan tidak lagi diisi dengan populasi ikan yang melimpah. 1 1 1 61 61 61",30-05-2024 17:12,0,0,0,https://x.com/konde_co/status/1796122524364734792
konde.co,"konde.co konde.co @konde_co · @konde_co Cerita-cerita warga desa yang berdaya dan berkecukupan tersebut berubah jadi petaka seiring masuknya korporasi tambang nikel di desa-desa mereka.

Keberadaan PT Wijaya Inti Nusantara (WIN) yang menambang di Desa Torobulu menyebabkan  pencemaran  lingkungan termasuk  air  laut. Show more 1 1 1 1 1 1 66 66 66",30-05-2024 17:12,0,0,0,https://x.com/konde_co/status/1796122494035968133
Melo Tukang Sampah Berdasi,Melo Tukang Sampah Berdasi Melo Tukang Sampah Berdasi @melosky_83 · Peduli Limbah septiktank dan kelestarian  air  dimasa mendatang . Rutin memberikan bakteri pengurai menjaga Septiktank dari  pencemaran #pencemaran #pencemaranlingkungan #pencemaranair #sedotwc #sedotwcmurah #lombok #lombokisland #lombokhits #lombokexplore #lombokexperience 39 39 39,30-05-2024 16:32,0,0,0,https://x.com/melosky_83/status/1796112358583976302
BEM FAPET UB 2024,"BEM FAPET UB 2024 BEM FAPET UB 2024 @BEMFAPETUB · [ENVITALKS APAKAH  PENCEMARAN  LINGKUNGAN MENGANCAM POPULASI PESUT?] 

Halo Sosweet  Pesut merupakan Lumba-lumba  air  tawar yang menjadi 'penghuni' asli perairan Sungai Mahakam yang bermuara di Selat Makassar. 

Pesut Mahakam memiliki ciri fisik yang cukup unik. Bentuk kepalanya 1 1 1 1.1K 1.1K 1.1K",27-05-2024 14:35,0,0,0,https://x.com/BEMFAPETUB/status/1794995891713221008
kabar6,kabar6 kabar6 @bangluhut · Peneliti Sebut  Pencemaran Air  dapat Sebabkan Stunting dan Kanker -  http:// https:// -pencemaran-air-dapat-sebabkan-stunting-dan-kanker/ … 5 5 5,26-05-2024 20:42,0,0,0,https://x.com/bangluhut/status/1794725682519663065
Investor Daily,Investor Daily Investor Daily @InvestorID · Regulasi yang Lebih Ketat Dibutuhkan untuk Cegah  Pencemaran Air https:// 7/regulasi-yang-lebih-ketat-dibutuhkan-untuk-cegah-pencemaran-air?utm_source=dlvr.it&utm_medium=twitter … #InvestorDaily #investasi #Saham investor.id investor.id Regulasi yang Lebih Ketat Dibutuhkan untuk Cegah Pencemaran Air  Regulasi yang Lebih Ketat Dibutuhkan untuk Cegah Pencemaran Air  Regulasi yang lebih ketat diperlukan agar menekan pencemaran air. Regulasi dibutuhkan agar tidak ada hambatan terhadap upaya mendaur ulang limbah cair menjadi air bersih. Regulasi yang lebih ketat diperlukan agar menekan pencemaran air. Regulasi dibutuhkan agar tidak ada hambatan terhadap upaya mendaur ulang limbah cair menjadi air bersih. 171 171 171,26-05-2024 20:19,0,0,0,https://x.com/InvestorID/status/1794719912554070090
Solopos,Solopos Solopos @soloposdotcom · Pencemaran Air  Sebabkan Stunting hingga Kanker  https:// -sebabkan-stunting-hingga-kanker-1929064?utm_source=dlvr.it&utm_medium=twitter … 61 61 61,26-05-2024 19:44,0,0,0,https://x.com/soloposdotcom/status/1794711099901940107
Eka Putri,"Eka Putri Eka Putri @EkaPutr89137274 · @perspektur and and @tanyakanrl Gak Mikir sama sampah plastik perusahaan  air  minum yg terkenal di Indonesia, sampah plastik Galon Isi ulang yg pecah dll milik mereka mau butuh waktu berapa lama untuk terurai. Karna  selama sampah itu utuh  pencemaran  mikroplastik akan selalu terjadi dong hops.id hops.id Hasil penelitian Sungai Watch: Danone Aqua penyumbang terbesar pencemaran di Indonesia selama 3... Hasil penelitian Sungai Watch: Danone Aqua penyumbang terbesar pencemaran di Indonesia selama 3... Hasil penelitian Sungai Watch menunjukkan bahwa sampah Danone Aqua merupakah penyumbang pencemaran terbesar. Hasil penelitian Sungai Watch menunjukkan bahwa sampah Danone Aqua merupakah penyumbang pencemaran terbesar. 2 2 2 1.2K 1.2K 1.2K",26-05-2024 19:42,0,0,0,https://x.com/EkaPutr89137274/status/1794710716571869541
к๏и¢๏ †µяµмµ,к๏и¢๏ †µяµмµ к๏и¢๏ †µяµмµ @pakbudbugs · @Lintas_Jaman Kinjeng di tptku udah jarang krn byk  pencemaran air 3 3 3,26-05-2024 19:03,0,0,0,https://x.com/pakbudbugs/status/1794700818077376629
Harian Jogja,"Harian Jogja Harian Jogja @Harian_Jogja · Kritisi World Water Forum Belum Jadi Solusi, Walhi DIY:  Pencemaran Air  di Jogja Masih Tinggi  https:// 6/510/1175814/kritisi-world-water-forum-belum-jadi-solusi-walhi-diy-pencemaran-air-di-jogja-masih-tinggi?utm_source=dlvr.it&utm_medium=twitter … #beritajogja #jogja #jogjaistimewa 142 142 142",26-05-2024 16:03,0,0,0,https://x.com/Harian_Jogja/status/1794655550837543385
Berita Harian,"Berita Harian Berita Harian @bharianmy · Air  Sungai Simin bertukar seakan-akan susu, keluarkan bau memeningkan #BHnasional  JAS sudah ambil sampel  air  dan tindakan selanjutnya akan dijalankan untuk siasat punca  pencemaran  dan jenis bahan terkandung dalam  air  berkenaan Air Sungai Simin bertukar seakan-akan susu, keluarkan bau memeningkan | Berita Harian 3 3 3 3 3 3 2.4K 2.4K 2.4K",26-05-2024 15:35,0,0,0,https://x.com/bharianmy/status/1794648599395291476
Kemendag,"Kemendag Kemendag @Kemendag · @Kemendag Melihat hal itu, @KementerianLHK berupaya mengendalikan  pencemaran air  di Danau Batur dalam gelaran  #10thWorldWaterForum .   #WaterForSharedProsperity 201 201 201",25-05-2024 14:13,0,0,0,https://x.com/Kemendag/status/1794265496403214826
Shinta Effendi,"Shinta Effendi Shinta Effendi @shintaeffendi · Capung (odonata).
Sebagai bio indikator  air /lingkungan.
Telur (nimfa) capung mengkonsumsi jentik nyamuk; capung dewasa memangsa nyamuk. 
Capung sangat sensitif dengan  pencemaran air , mau bertelur di  air  yg terjaga kebersihannya.
Jadi wilayah yg banyak nyamuk = .... Lɪɴᴛᴀꜱ Jᴀᴍᴀɴ Lɪɴᴛᴀꜱ Jᴀᴍᴀɴ @Lintas_Jaman · Apa nama binatang ini di tempat kalian? 55 55 55",25-05-2024 13:34,0,0,0,https://x.com/shintaeffendi/status/1794255727705596179
Kementerian PU,"Kementerian PU Kementerian PU @KemenPU · @KemenPU Menteri Basuki mengungkap Program Citarum Harum sebagai salah satu best practice pengelolaan  air  yang merupakan upaya kolaboratif penanganan  pencemaran  dan kerusakan di DAS Citarum yang melibatkan kementerian/lembaga, pemerintah daerah, akademisi, bisnis, masyarakat, & media. 1 1 1 4 4 4 653 653 653",25-05-2024 09:51,0,0,0,https://x.com/KemenPU/status/1794199569754120636
Harian Metro,Harian Metro Harian Metro @hmetromy · Tindakan pantas kilang memproses sarung tangan getah di  #SungaiPetani  berjaya menghalang limpahan cecair getah asli bercampur bahan kimia mengalir ke alur  air  berhampiran. Tindakan pantas kilang sarung tangan elak pencemaran | Harian Metro 1 1 1 1 1 1 1.4K 1.4K 1.4K,22-05-2024 19:31,0,0,0,https://x.com/hmetromy/status/1793258313964261580
IDN Times Jatim,IDN Times Jatim IDN Times Jatim @IDNTimesJatim · WWF ke-10: Ecoton Soroti  Pencemaran Air  Sungai WWF ke-10: Ecoton Soroti Pencemaran Air Sungai 1 1 1 81 81 81,22-05-2024 18:41,0,0,0,https://x.com/IDNTimesJatim/status/1793245698068209936
